Date;Year;Month;Day;PAITA;PARACHIQUE;CHICAMA;SALAVERRY;CHIMBOTE;SAMANCO;CASMA;HUARMEY;SUPE;VEGUETA;HUACHO;CHANCAY;CALLAO;TAMBODMORA;PISCO;ATICO;PLANCHADA;QUILCA;MOLLLEND;ILO;TOTAL
01/01/00;2000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3188;4094;7282
01/02/00;2000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783;3285;4068
01/03/00;2000;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1774;5734;7508
01/04/00;2000;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2498;9620;12118
01/05/00;2000;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1067;393;0;4933;13747;20140
01/06/00;2000;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;693;0;5188;9417;15976
01/07/00;2000;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909;758;0;2339;8902;12908
01/08/00;2000;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;336;0;4426;13091;17853
01/09/00;2000;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;443;0;712;3836;5660
01/10/00;2000;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412;270;0;326;2743;3751
01/11/00;2000;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1845;1870;0;234;2818;6767
01/12/00;2000;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2191;1644;0;578;2528;6941
01/13/00;2000;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1359;1834;0;1860;102;5155
01/14/00;2000;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1882;3132;0;3383;959;9356
01/15/00;2000;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2034;3595;0;6338;9565;21532
01/16/00;2000;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;954;1149;0;3065;11243;16411
01/17/00;2000;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1488;966;0;1876;6130;10460
01/18/00;2000;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1198;21;0;444;4730;6393
01/19/00;2000;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2227;2136;0;1045;3893;9301
01/20/00;2000;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1687;2699;0;1279;2547;8212
01/21/00;2000;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;1845;0;1687;5343;9260
01/22/00;2000;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1068;1938;0;1047;1889;5942
01/23/00;2000;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1769;1813;0;4349;2091;10022
01/24/00;2000;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944;1647;0;2782;6860;12233
01/25/00;2000;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;545;0;4273;5223;10616
01/26/00;2000;1;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;1386;0;2666;5300;9701
01/27/00;2000;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;844;0;3572;6988;11628
01/28/00;2000;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;0;2274;1497;4200
01/29/00;2000;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3023;5435;8458
01/30/00;2000;1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;690;0;0;3857;4264;8811
01/31/00;2000;1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;323;0;333;2137;3031
02/01/00;2000;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1386;87;0;143;3263;4879
02/02/00;2000;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;756;197;0;335;1749;3037
02/03/00;2000;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;541;40;0;970;3712;5263
02/04/00;2000;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;377;0;921;5241;6817
02/05/00;2000;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;900;1115;0;2925;7331;12271
02/06/00;2000;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1043;0;1504;4511;7058
02/07/00;2000;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;0;401;395;1028
02/08/00;2000;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;887;887
02/09/00;2000;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344;344
02/10/00;2000;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;608
02/11/00;2000;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;418
02/12/00;2000;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;0;0;56;925;1420
02/13/00;2000;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;1235;1413
02/14/00;2000;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;163;0;1005;1792;3313
02/15/00;2000;2;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;708;0;0;606;1029;2343
02/16/00;2000;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2001;330;0;478;783;3592
02/17/00;2000;2;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1460;1702;0;573;138;3873
02/18/00;2000;2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1615;1650;0;0;29;3294
02/19/00;2000;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;443;0;70;0;1161
02/20/00;2000;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1795;266;0;223;69;2353
02/21/00;2000;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1993;1451;0;62;16;3522
02/22/00;2000;2;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1834;2670;0;149;445;5098
02/23/00;2000;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;863;1033;0;0;450;2346
02/24/00;2000;2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509;205;0;0;1618;2332
02/25/00;2000;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;773;0;59;313;1745
02/26/00;2000;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;772;901;0;0;1215;2888
02/27/00;2000;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;187;700;935
02/28/00;2000;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;875;904
02/29/00;2000;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1025;1025
03/01/00;2000;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;668;668
03/02/00;2000;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;88
03/03/00;2000;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;52
03/04/00;2000;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;544;0;0;0;0;544
03/05/00;2000;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;700;0;0;0;0;700
03/06/00;2000;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;343;0;0;0;0;343
03/07/00;2000;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;553;553
03/08/00;2000;3;8;2645;5302;4021;0;25378.597;303.88;791.068;435;408;2719;1693;7771;3606;2445;8831;0;0;0;0;602;66951.545
03/09/00;2000;3;9;1392;3705;6516;0;28297.619;2127.076;1872.059;827;1975;2507;952;13292;4512;4825;11445;0;0;0;0;521;84765.754
03/10/00;2000;3;10;4133;5112;6424;0;28313.012;2115.03;3170.51;2098;1230;1911;1802;12070;4945;5166;11154;0;0;0;0;199;89842.552
03/11/00;2000;3;11;4028;4004;8015;0;23487.729;2090.34;1847.472;4117;1371;3861;2138;12683;3779;4417;11311;0;0;0;0;204;87353.541
03/12/00;2000;3;12;5256;4935;7073;0;17438.158;775.84;1955.292;4240;3891;4267;3244;9655;3451;4830;10640;0;0;0;0;0;81651.29
03/13/00;2000;3;13;5456;4043;4117;0;19128.519;1289.523;2753.065;4436;8290;4383;4292;10061;3441;4476;9211;0;0;0;0;96;85473.107
03/14/00;2000;3;14;3862;3742;4878;0;20448.916;973.43;3676.778;3508;7274;5003;3772;13709;3985;3172;9645;0;0;0;0;0;87649.124
03/15/00;2000;3;15;3761;3921;2083;0;20001.525;2108.142;1621.034;2118;5319;4068;3577;12126;3985;4372;11096;0;0;0;0;37;80193.701
03/16/00;2000;3;16;5159;4583;3348;0;31185.08;1947.831;4423.658;1706;3586;2573;3289;9368;2728;4142;11327;0;0;0;0;0;89365.569
03/17/00;2000;3;17;2586;4352;3577;0;31299.272;1549.607;5125.308;1408;1011;381;2077;10548;4133;2781;8090;0;0;0;0;0;78918.187
03/18/00;2000;3;18;3872;4535;167;0;25143.128;1819.954;4038.027;1033;666;3570;733;8696;4390;2212;6352;0;0;0;0;0;67227.109
03/19/00;2000;3;19;3155;4656;543;0;16771.359;1534.163;3144.352;1623;0;954;312;13364;4383;1969;8219;0;0;0;0;0;60627.874
03/20/00;2000;3;20;2659;4071;756;0;14109.23;1483.2;3087.211;3665;3204;3310;1786;13076;4937;5632;9434;0;0;0;0;0;71209.641
03/21/00;2000;3;21;2968;4124;1983;0;21923.637;1379.42;2654.401;2488;828;3149;1509;11741;4509;6378;11358;0;0;0;0;0;76992.458
03/22/00;2000;3;22;614;4006;7866;0;19159.608;156.785;2515.387;2223;2632;3776;862;7394;5379;5561;11518;0;0;0;0;30;73692.78
03/23/00;2000;3;23;1714;3726;8909;0;15864.052;486.565;1049.732;1070;4078;3969;2421;8374;4462;6765;11556;0;0;0;0;10;74454.349
03/24/00;2000;3;24;1684;4794;2707;0;24008.67;782.18;1009.635;2111;5594;4267;3359;9566;5003;4916;10314;0;0;0;0;0;80115.485
03/25/00;2000;3;25;2282;4385;5158;0;29538.942;745.82;2481.243;1994;3571;3814;2482;4743;1442;2114;4786;0;0;0;0;0;69537.005
03/26/00;2000;3;26;2062;4554;3818;0;20537.845;506.482;1141.42;2194;5489;5229;3629;7724;4540;1302;4970;0;0;0;0;0;67696.747
03/27/00;2000;3;27;1307;4640;1643;0;5660.061;169.539;729.664;1506;5352;3083;1699;7931;5052;1266;3187;0;0;0;0;0;43225.264
03/28/00;2000;3;28;950;4222;2822;0;18873.814;500.274;1652.029;4016;6642;5530;3836;12355;5366;3579;9852;0;0;0;0;0;80196.117
03/29/00;2000;3;29;4580;5117;4365;0;10307.235;248.36;1134.867;1929;4268;1747;1168;9522;5374;4567;9219;0;0;0;0;0;63546.462
03/30/00;2000;3;30;3112;4674;5755;0;14328.881;398.49;190.7;351;3907;1294;1552;3791;2979;5294;9685;0;0;0;0;0;57312.071
03/31/00;2000;3;31;2002;3156;11332;181;16235.238;1086.396;1335.971;539;1483;1251;910;5259;4990;6883;11569;0;0;0;0;0;68212.605
04/01/00;2000;4;1;3000;3975;12336;468;15673;503;531;1032;3013;2386;2261;13519;4085;5774;11260;0;0;0;0;0;79816
04/02/00;2000;4;2;1884;4392;9827;78;15071;1665;2103;146;20;579;921;2009;1218;2552;6496;0;0;0;0;0;48961
04/03/00;2000;4;3;2490;3697;11269;260;15593;1765;999;931;1271;546;2416;753;243;2646;5935;0;0;0;0;0;50814
04/04/00;2000;4;4;2751;3662;12020;477;11517;1030;0;400;3665;1343;2344;4590;1002;2637;6619;0;0;0;0;20;54077
04/05/00;2000;4;5;3736;4357;10824;0;15879;1889;846;325;4212;1475;2201;2435;654;3214;7558;0;0;0;0;0;59605
04/06/00;2000;4;6;1855;4435;8412;0;11637;1505;905;42;3630;93;3460;5440;257;2182;6467;0;0;0;0;0;50320
04/07/00;2000;4;7;3209;2826;5809;0;5604;119;0;578;154;0;338;710;202;409;1287;0;0;0;0;34;21279
04/08/00;2000;4;8;2706;3168;6989;0;7040;694;0;679;1429;0;1804;151;0;2174;4767;0;0;0;0;40;31641
04/09/00;2000;4;9;434;3534;5973;0;1818;0;499;921;164;671;3404;47;0;1337;3914;0;0;0;0;0;22716
04/10/00;2000;4;10;1887;3746;10510;0;13545;748;675;800;1931;675;328;0;24;2819;7042;0;0;0;0;672;45402
04/11/00;2000;4;11;855;3478;11538;0;22948;1896;2058;971;2596;621;841;1150;412;2002;6464;0;0;0;0;962;58792
04/12/00;2000;4;12;2073;3972;9737;0;30136;2192;4092;1076;1527;0;349;578;1102;2132;8588;0;0;0;0;302;67856
04/13/00;2000;4;13;3189;4864;5387;0;34366;2007;4476;6107;869;2236;98;1437;1865;878;7151;0;0;0;341;286;75557
04/14/00;2000;4;14;643;2558;4640;0;21156;2000;3955;4631;5764;3984;1406;1026;1984;1851;7409;0;0;0;0;54;63061
04/15/00;2000;4;15;1355;4251;2689;0;11391;303;1834;3242;4259;2866;714;684;2181;5360;12875;87;0;0;0;0;54091
04/16/00;2000;4;16;1256;3467;3122;0;10983;933;1025;2411;6863;4034;3156;3812;3104;3490;11200;0;0;0;0;37;58893
04/17/00;2000;4;17;0;0;0;0;2300;3;224;0;615;0;0;812;0;0;0;0;0;0;0;147;4101
04/18/00;2000;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;656;745
04/19/00;2000;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2806;0;0;0;1179;3985
04/20/00;2000;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1920;774;0;280;777;3751
04/21/00;2000;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;792;825;0;0;0;1617
04/22/00;2000;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1390;444;1834
04/23/00;2000;4;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;381
04/24/00;2000;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1316;1392;2708
04/25/00;2000;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299;0;844;3346;4489
04/26/00;2000;4;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;1495;1970
04/27/00;2000;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1898;5667;7565
04/28/00;2000;4;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;325;5566;5891
04/29/00;2000;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2566;6556;9122
04/30/00;2000;4;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1439;5330;6769
05/01/00;2000;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;2663;3413
05/02/00;2000;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;294;469
05/03/00;2000;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;566
05/04/00;2000;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;367
05/05/00;2000;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;572;572
05/06/00;2000;5;6;3693;2155;4050;0;6849;199;1424;4748;7616;6835;2033;909;1779;3617;11525;0;0;0;0;417;57849
05/07/00;2000;5;7;1934;3181;5310;0;16593;1605;1933;2786;6930;3767;2778;2833;3316;4863;12759;0;0;0;0;374;70962
05/08/00;2000;5;8;4412;2524;6827;0;24120;2759;2553;1168;1243;1590;590;5715;3506;4724;12570;0;0;0;0;1274;75575
05/09/00;2000;5;9;4631;3714;7169;0;19960;1733;1708;1235;873;1446;2328;7915;3107;4836;12203;0;0;0;0;1993;74851
05/10/00;2000;5;10;6942;3572;6952;0;18829;1736;1198;380;436;1495;823;4494;3463;1767;8106;0;0;0;0;448;60641
05/11/00;2000;5;11;2641;3590;6388;0;18810;318;796;385;3383;3544;2250;5861;2972;3299;10924;0;0;0;0;228;65389
05/12/00;2000;5;12;10384;3778;8337;0;11430;441;792;0;9641;5242;5122;5325;1514;6821;12950;0;0;0;0;40;81817
05/13/00;2000;5;13;4734;3719;5243;0;10501;143;495;0;2155;2476;981;2750;2715;5897;12119;0;0;0;0;1173;55101
05/14/00;2000;5;14;4091;4669;5600;0;21729;1148;1132;1190;3493;1562;0;2104;1258;8313;13285;0;0;0;0;32;69606
05/15/00;2000;5;15;4172;4760;7244;110;18380;635;2716;730;1731;763;630;8572;5245;6582;12361;0;0;0;0;497;75128
05/16/00;2000;5;16;5226;4040;11662;284;18300;1117;587;0;1062;128;145;220;764;164;2065;0;0;0;0;0;45764
05/17/00;2000;5;17;6541;3740;11244;244;21877;1435;3101;0;689;1055;778;0;2244;436;0;0;0;0;0;29;53413
05/18/00;2000;5;18;5214;2936;11339;393;21833;1642;2302;400;810;1666;1201;7929;5204;4894;9981;0;0;0;0;0;77744
05/19/00;2000;5;19;3343;3366;10728;234;19130;1874;2387;0;1548;2558;389;13753;4962;6744;11696;0;0;0;0;0;82712
05/20/00;2000;5;20;4897;2155;8041;188;9084;622;616;770;2110;3177;2785;11800;3438;4821;10705;0;0;0;0;39;65248
05/21/00;2000;5;21;1588;1044;9003;325;13288;0;753;800;8578;5877;6035;9652;3008;4565;10481;0;0;0;0;52;75049
05/22/00;2000;5;22;3284;2604;4548;0;9049;1700;522;2464;7122;4208;4156;6328;0;6055;12483;0;0;0;0;41;64564
05/23/00;2000;5;23;1656;3593;7820;0;16239;667;2537;3043;3316;2240;2238;3406;1198;4404;11074;0;0;0;0;438;63869
05/24/00;2000;5;24;2415;1467;6300;199;26212;1570;3875;4050;1085;3566;680;1960;1706;3585;10844;0;0;0;0;98;69612
05/25/00;2000;5;25;3777;2446;9019;97;22521;2521;3608;2523;2514;923;970;3353;1147;2780;9509;0;0;0;0;358;68066
05/26/00;2000;5;26;2973;3006;7921;32;9371;575;1295;0;2550;2316;871;7619;2748;1963;5699;0;0;0;0;833;49772
05/27/00;2000;5;27;0;0;0;0;6265;371;0;0;0;0;0;0;0;0;0;0;0;0;0;1823;8459
05/28/00;2000;5;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/29/00;2000;5;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2128;2128
05/30/00;2000;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;314
05/31/00;2000;5;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1877;1877
06/01/00;2000;6;1;974;1135;18097;334;24399;2373;1933;2276;3491;3349;2432;15256;5390;4267;12656;0;0;0;0;481;98843
06/02/00;2000;6;2;1884;1308;11658;590;15214;448;786;374;5819;3781;3127;10666;4185;1596;5752;0;0;0;0;845;68033
06/03/00;2000;6;3;721;1205;10314;232;12963;1013;2289;1482;4647;2637;1294;4207;1681;1153;5438;0;0;0;0;1795;53071
06/04/00;2000;6;4;424;1545;7526;395;11266;739;3105;3947;4144;2774;1650;2996;1953;0;0;0;0;0;0;356;42820
06/05/00;2000;6;5;427;1105;5883;104;16239;1560;2995;2996;2729;1888;660;6691;3080;918;1137;0;0;0;0;391;48803
06/06/00;2000;6;6;678;1040;7451;242;10143;512;1680;1515;5493;2640;1381;9298;3118;3767;9784;0;0;0;0;132;58874
06/07/00;2000;6;7;1381;2134;11723;96;3894;0;426;491;1760;3087;822;5989;5255;1689;4416;0;0;0;0;0;43163
06/08/00;2000;6;8;506;1246;12298;200;12638;0;445;0;1923;2361;0;2760;5923;34;173;0;0;0;0;270;40777
06/09/00;2000;6;9;122;1751;12948;241;7400;59;1201;0;1886;2301;1221;4274;3827;0;1288;0;0;0;0;586;39105
06/10/00;2000;6;10;805;2580;11797;425;10121;432;293;0;2058;1553;143;4700;4434;1548;1029;0;0;0;0;2118;44036
06/11/00;2000;6;11;1789;2754;7383;201;5282;550;252;0;2075;4681;1460;12260;5499;2808;10322;0;0;0;0;2188;59504
06/12/00;2000;6;12;2211;4377;4898;104;8795;507;765;0;1048;2474;890;8605;6241;2715;10969;0;0;0;0;193;54792
06/13/00;2000;6;13;2816;3348;6673;152;11052;909;0;0;2356;3890;1369;6342;3866;3740;9649;0;0;0;0;211;56373
06/14/00;2000;6;14;4753;3542;3000;0;2921;138;269;0;79;2788;752;3026;3237;3146;7618;0;0;0;0;913;36182
06/15/00;2000;6;15;4079;2176;9063;84;8800;0;158;0;2014;3563;1162;7984;4084;4931;6485;0;0;0;0;868;55451
06/16/00;2000;6;16;5283;2612;11812;700;6152;467;0;0;2637;2446;879;4938;2581;4814;5594;0;0;0;0;0;50915
06/17/00;2000;6;17;4758;2129;11445;33;9369;516;1020;0;1322;2594;463;6714;1169;3891;3325;0;0;0;0;0;48748
06/18/00;2000;6;18;4594;1915;11338;243;6733;509;897;0;363;677;0;2508;2881;3284;2833;0;0;0;0;0;38775
06/19/00;2000;6;19;2809;1696;11132;0;6470;1366;520;0;0;0;447;3581;2306;1940;677;0;0;0;0;42;32986
06/20/00;2000;6;20;3429;2125;9724;135;7173;850;0;0;416;1920;0;7298;4046;3348;7352;0;0;0;0;0;47816
06/21/00;2000;6;21;4883;2878;10700;547;11095;1318;178;0;0;677;0;7192;4311;3738;5942;0;0;0;0;0;53459
06/22/00;2000;6;22;3772;3029;10193;0;9206;1341;318;0;611;2607;0;9400;6266;5371;8038;0;0;0;0;0;60152
06/23/00;2000;6;23;5003;2829;6184;232;8818;1137;836;0;689;464;1023;7124;4760;5241;11123;0;0;0;0;0;55463
06/24/00;2000;6;24;1943;1876;10415;399;12334;1616;1044;0;1016;2104;0;10154;3694;5768;8853;0;0;0;0;0;61216
06/25/00;2000;6;25;688;2473;6590;171;6639;441;0;0;102;687;283;5097;3503;4159;7360;0;0;0;0;0;38193
06/26/00;2000;6;26;709;1636;9967;60;4080;320;0;0;1240;923;67;1520;2159;535;1076;0;0;0;0;0;24292
06/27/00;2000;6;27;1240;1429;931;0;5210;517;0;0;0;0;0;189;115;367;0;0;0;0;0;0;9998
06/28/00;2000;6;28;121;151;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351
06/29/00;2000;6;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/30/00;2000;6;30;0;0;0;0;297;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;533
07/01/00;2000;7;1;379;1138;394;0;5008.868;195.705;772;0;0;474;371;6077;4888;335;2397;0;0;0;0;0;22429.573
07/02/00;2000;7;2;1617;1999;627;0;7486.054;695.885;300;0;0;1213;260;1954;2015;142;227;0;0;0;0;0;18535.939
07/03/00;2000;7;3;3057;3520;142;0;1217.553;0;257;0;750;969;873;4624;2868;323;0;0;0;0;0;0;18600.553
07/04/00;2000;7;4;4551;4904;841;0;4531.633;57.847;31;2129;1753;2782;2946;12719;5769;436;5246;0;0;0;0;0;48696.48
07/05/00;2000;7;5;6116;5173;934;0;1334.33;280;0;0;4686;2923;2481;10708;3473;1486;1628;0;0;0;0;0;41222.33
07/06/00;2000;7;6;6196;5616;925;0;1782.338;0;0;0;4399;4104;3131;12724;5616;314;3058;0;0;0;0;0;47865.338
07/07/00;2000;7;7;5702;4474;1100;0;987.136;472.96;637;1897;5590;4476;3167;13508;4480;149;3609;0;0;0;0;0;50249.096
07/08/00;2000;7;8;4895;5911;3917;0;10160.562;999.945;4026;3449;4162;3428;1811;10691;5670;0;5292;0;0;0;0;0;64412.507
07/09/00;2000;7;9;5089;6249;2065;0;4008.405;0;3020;3178;6096;3967;2796;7329;2955;428;2103;0;0;0;0;0;49283.405
07/10/00;2000;7;10;4664;4561;1939;0;3928.514;18.93;2785;2929;1959;304;224;422;0;0;0;0;0;0;0;0;23734.444
07/11/00;2000;7;11;1810;4196;955;0;1340.067;0;35;174;1037;1310;583;0;0;0;0;0;0;0;0;0;11440.067
07/12/00;2000;7;12;2382;4215;1616;0;2362.39;0;0;0;554;2553;1178;0;0;0;0;0;0;0;0;0;14860.39
07/13/00;2000;7;13;3740;5743;1503.3333333333;0;3068.134;0;0;0;1882;1585;1087;2484;2572;0;1082;0;0;0;0;0;24746.4673333333
07/14/00;2000;7;14;1095;1766;1662;0;5145.963;0;1621;0;4102;2017;1525;11907;5916;3346;9418;0;0;0;0;0;49520.963
07/15/00;2000;7;15;7230;4688;4508;0;4613.271;0;1214;0;573;1256;488;5231;4979;3230;10726;0;0;0;0;0;48736.271
07/16/00;2000;7;16;872;1332;5574;0;5574.994;0;1428;0;42;2860;0;5029;3043;9150;13458;0;0;0;0;0;48362.994
07/17/00;2000;7;17;2240;2645;3448;0;4995.766;0;1278;0;1788;1877;230;4313;3216;7970;13995;0;0;0;0;0;47995.766
07/18/00;2000;7;18;2002;3087;5618;0;8612.568;128.174;1670;0;0;82;187;4179;1511;7718;12611;0;0;0;0;0;47405.742
07/19/00;2000;7;19;2252;2814;4016;175;12800.1149998215;45.605;1424;0;1050;955;226;4379;2113;6034;11351;0;0;0;0;0;#NAME?
07/20/00;2000;7;20;324;2008;8332;0;10266.931;88.225;801;0;0;376;210;5582;3319;2376;6151;0;0;0;0;0;39834.156
07/21/00;2000;7;21;1400;1834;8952;180;7408.258;81.49;562;0;418;444;236;2683;4959;813;1521;0;0;0;0;0;31491.748
07/22/00;2000;7;22;1961;2174;6153;280;10051.908;853.73;441;0;56;143;616;2109;3223;829;1419;0;0;0;0;0;30309.638
07/23/00;2000;7;23;1662;2014;5279;0;7470.573;451.11;193;0;0;286;705;119;173;856;496;0;0;0;0;0;19704.683
07/24/00;2000;7;24;1070;1569;1385;0;9432.619;498.14;942;0;486;45;93;91;0;728;1662;0;0;0;0;0;18001.759
07/25/00;2000;7;25;431;1342;3124;0;11469.691;757.345;1517;0;146;253;522;4573;2997;1155;1953;0;0;0;0;0;30240.036
07/26/00;2000;7;26;159;1233;930;0;10238.629;1143.135;1770;0;277;270;679;4922;3979;1316;2217;0;0;0;0;0;29133.764
07/27/00;2000;7;27;210;1355;2502;0;15275.672;935.805;1728;0;0;35;194;2309;3618;1345;3480;0;0;0;0;0;32987.477
07/28/00;2000;7;28;395;1590;479;0;5271.174;742;1645;0;0;0;0;1505;2562;1385;2789;0;0;0;0;0;18363.174
07/29/00;2000;7;29;0;0;0;0;564.141;0;0;0;165;0;0;0;0;0;0;0;0;0;0;0;729.141
07/30/00;2000;7;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/31/00;2000;7;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/01/00;2000;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/02/00;2000;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/03/00;2000;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/04/00;2000;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
