"","Date","Year","Month","Day","Port","Landing_tm"
"1118",2014-01-22,2014,1,22,"TAMBODMORA",0
"1119",2014-01-23,2014,1,23,"TAMBODMORA",0
"1120",2014-01-24,2014,1,24,"TAMBODMORA",0
"1121",2014-01-25,2014,1,25,"TAMBODMORA",0
"1122",2014-01-26,2014,1,26,"TAMBODMORA",0
"1123",2014-01-27,2014,1,27,"TAMBODMORA",0
"1124",2014-01-28,2014,1,28,"TAMBODMORA",0
"1125",2014-01-29,2014,1,29,"TAMBODMORA",0
"1126",2014-01-30,2014,1,30,"TAMBODMORA",0
"1127",2014-01-31,2014,1,31,"TAMBODMORA",0
"1128",2014-02-01,2014,2,1,"TAMBODMORA",0
"1129",2014-02-02,2014,2,2,"TAMBODMORA",0
"1130",2014-02-03,2014,2,3,"TAMBODMORA",0
"1131",2014-02-04,2014,2,4,"TAMBODMORA",0
"1132",2014-02-05,2014,2,5,"TAMBODMORA",0
"1133",2014-02-06,2014,2,6,"TAMBODMORA",0
"1134",2014-02-07,2014,2,7,"TAMBODMORA",0
"1135",2014-02-08,2014,2,8,"TAMBODMORA",0
"1136",2014-02-09,2014,2,9,"TAMBODMORA",0
"1137",2014-02-10,2014,2,10,"TAMBODMORA",0
"1138",2014-02-11,2014,2,11,"TAMBODMORA",0
"1139",2014-02-12,2014,2,12,"TAMBODMORA",0
"1140",2014-02-13,2014,2,13,"TAMBODMORA",0
"1141",2014-02-14,2014,2,14,"TAMBODMORA",0
"1142",2014-02-15,2014,2,15,"TAMBODMORA",0
"1143",2014-02-16,2014,2,16,"TAMBODMORA",0
"1144",2014-02-17,2014,2,17,"TAMBODMORA",0
"1145",2014-02-18,2014,2,18,"TAMBODMORA",0
"1146",2014-02-19,2014,2,19,"TAMBODMORA",0
"1147",2014-02-20,2014,2,20,"TAMBODMORA",0
"1148",2014-02-21,2014,2,21,"TAMBODMORA",0
"1149",2014-02-22,2014,2,22,"TAMBODMORA",0
"1150",2014-02-23,2014,2,23,"TAMBODMORA",0
"1151",2014-02-24,2014,2,24,"TAMBODMORA",0
"1152",2014-02-25,2014,2,25,"TAMBODMORA",0
"1153",2014-02-26,2014,2,26,"TAMBODMORA",0
"1154",2014-02-27,2014,2,27,"TAMBODMORA",0
"1155",2014-02-28,2014,2,28,"TAMBODMORA",0
"1156",2014-03-01,2014,3,1,"TAMBODMORA",0
"1157",2014-03-02,2014,3,2,"TAMBODMORA",0
"1158",2014-03-03,2014,3,3,"TAMBODMORA",0
"1159",2014-03-04,2014,3,4,"TAMBODMORA",0
"1160",2014-03-05,2014,3,5,"TAMBODMORA",0
"1161",2014-03-06,2014,3,6,"TAMBODMORA",0
"1162",2014-03-07,2014,3,7,"TAMBODMORA",0
"1163",2014-03-08,2014,3,8,"TAMBODMORA",0
"1164",2014-03-09,2014,3,9,"TAMBODMORA",0
"1165",2014-03-10,2014,3,10,"TAMBODMORA",0
"1166",2014-03-11,2014,3,11,"TAMBODMORA",0
"1167",2014-03-12,2014,3,12,"TAMBODMORA",0
"1168",2014-03-13,2014,3,13,"TAMBODMORA",0
"1169",2014-03-14,2014,3,14,"TAMBODMORA",0
"1170",2014-03-15,2014,3,15,"TAMBODMORA",0
"1171",2014-03-16,2014,3,16,"TAMBODMORA",0
"1172",2014-03-17,2014,3,17,"TAMBODMORA",0
"1173",2014-03-18,2014,3,18,"TAMBODMORA",0
"1174",2014-03-19,2014,3,19,"TAMBODMORA",0
"1175",2014-03-20,2014,3,20,"TAMBODMORA",0
"1176",2014-03-21,2014,3,21,"TAMBODMORA",0
"1177",2014-03-22,2014,3,22,"TAMBODMORA",0
"1178",2014-03-23,2014,3,23,"TAMBODMORA",0
"1179",2014-03-24,2014,3,24,"TAMBODMORA",0
"1180",2014-03-25,2014,3,25,"TAMBODMORA",0
"1181",2014-03-26,2014,3,26,"TAMBODMORA",0
"1182",2014-03-27,2014,3,27,"TAMBODMORA",0
"1183",2014-03-28,2014,3,28,"TAMBODMORA",0
"1184",2014-03-29,2014,3,29,"TAMBODMORA",0
"1185",2014-03-30,2014,3,30,"TAMBODMORA",0
"1186",2014-03-31,2014,3,31,"TAMBODMORA",0
"1187",2014-04-01,2014,4,1,"TAMBODMORA",0
"1188",2014-04-02,2014,4,2,"TAMBODMORA",0
"1189",2014-04-03,2014,4,3,"TAMBODMORA",0
"1190",2014-04-04,2014,4,4,"TAMBODMORA",0
"1191",2014-04-05,2014,4,5,"TAMBODMORA",0
"1192",2014-04-06,2014,4,6,"TAMBODMORA",0
"1193",2014-04-07,2014,4,7,"TAMBODMORA",0
"1194",2014-04-08,2014,4,8,"TAMBODMORA",0
"1195",2014-04-09,2014,4,9,"TAMBODMORA",0
"1196",2014-04-10,2014,4,10,"TAMBODMORA",0
"1197",2014-04-11,2014,4,11,"TAMBODMORA",0
"1198",2014-04-12,2014,4,12,"TAMBODMORA",0
"1199",2014-04-13,2014,4,13,"TAMBODMORA",0
"1200",2014-04-14,2014,4,14,"TAMBODMORA",0
"1201",2014-04-15,2014,4,15,"TAMBODMORA",0
"1202",2014-04-16,2014,4,16,"TAMBODMORA",0
"1203",2014-04-17,2014,4,17,"TAMBODMORA",0
"1204",2014-04-18,2014,4,18,"TAMBODMORA",0
"1205",2014-04-19,2014,4,19,"TAMBODMORA",0
"1206",2014-04-20,2014,4,20,"TAMBODMORA",0
"1207",2014-04-21,2014,4,21,"TAMBODMORA",0
"1208",2014-04-22,2014,4,22,"TAMBODMORA",0
"1209",2014-04-23,2014,4,23,"TAMBODMORA",0
"1210",2014-04-24,2014,4,24,"TAMBODMORA",2760
"1211",2014-04-25,2014,4,25,"TAMBODMORA",671
"1212",2014-04-26,2014,4,26,"TAMBODMORA",4235
"1213",2014-04-27,2014,4,27,"TAMBODMORA",2490
"1214",2014-04-28,2014,4,28,"TAMBODMORA",3820
"1215",2014-04-29,2014,4,29,"TAMBODMORA",2535
"1216",2014-04-30,2014,4,30,"TAMBODMORA",770
"1217",2014-05-01,2014,5,1,"TAMBODMORA",0
"1218",2014-05-02,2014,5,2,"TAMBODMORA",0
"1219",2014-05-03,2014,5,3,"TAMBODMORA",4047
"1220",2014-05-04,2014,5,4,"TAMBODMORA",2220
"1221",2014-05-05,2014,5,5,"TAMBODMORA",0
"1222",2014-05-06,2014,5,6,"TAMBODMORA",1340
"1223",2014-05-07,2014,5,7,"TAMBODMORA",790
"1224",2014-05-08,2014,5,8,"TAMBODMORA",1000
"1225",2014-05-09,2014,5,9,"TAMBODMORA",0
"1226",2014-05-10,2014,5,10,"TAMBODMORA",2726
"1227",2014-05-11,2014,5,11,"TAMBODMORA",8020
"1228",2014-05-12,2014,5,12,"TAMBODMORA",1940
"1229",2014-05-13,2014,5,13,"TAMBODMORA",1538
"1230",2014-05-14,2014,5,14,"TAMBODMORA",0
"1231",2014-05-15,2014,5,15,"TAMBODMORA",3570
"1232",2014-05-16,2014,5,16,"TAMBODMORA",2299
"1233",2014-05-17,2014,5,17,"TAMBODMORA",5350
"1234",2014-05-18,2014,5,18,"TAMBODMORA",2280
"1235",2014-05-19,2014,5,19,"TAMBODMORA",318
"1236",2014-05-20,2014,5,20,"TAMBODMORA",6468
"1237",2014-05-21,2014,5,21,"TAMBODMORA",2168
"1238",2014-05-22,2014,5,22,"TAMBODMORA",3240
"1239",2014-05-23,2014,5,23,"TAMBODMORA",949.593828877
"1240",2014-05-24,2014,5,24,"TAMBODMORA",645
"1241",2014-05-25,2014,5,25,"TAMBODMORA",0
"1242",2014-05-26,2014,5,26,"TAMBODMORA",4407.872
"1243",2014-05-27,2014,5,27,"TAMBODMORA",468.814
"1244",2014-05-28,2014,5,28,"TAMBODMORA",2049
"1245",2014-05-29,2014,5,29,"TAMBODMORA",3067.506
"1246",2014-05-30,2014,5,30,"TAMBODMORA",210
"1247",2014-05-31,2014,5,31,"TAMBODMORA",0
"1248",2014-06-01,2014,6,1,"TAMBODMORA",0
"1249",2014-06-02,2014,6,2,"TAMBODMORA",0
"1250",2014-06-03,2014,6,3,"TAMBODMORA",0
"1251",2014-06-04,2014,6,4,"TAMBODMORA",0
"1252",2014-06-05,2014,6,5,"TAMBODMORA",0
"1253",2014-06-06,2014,6,6,"TAMBODMORA",0
"1254",2014-06-07,2014,6,7,"TAMBODMORA",0
"1255",2014-06-08,2014,6,8,"TAMBODMORA",0
"1256",2014-06-09,2014,6,9,"TAMBODMORA",0
"1257",2014-06-10,2014,6,10,"TAMBODMORA",0
"1258",2014-06-11,2014,6,11,"TAMBODMORA",410
"1259",2014-06-12,2014,6,12,"TAMBODMORA",170
"1260",2014-06-13,2014,6,13,"TAMBODMORA",0
"1261",2014-06-14,2014,6,14,"TAMBODMORA",0
"1262",2014-06-15,2014,6,15,"TAMBODMORA",0
"1263",2014-06-16,2014,6,16,"TAMBODMORA",0
"1264",2014-06-17,2014,6,17,"TAMBODMORA",0
"1265",2014-06-18,2014,6,18,"TAMBODMORA",0
"1266",2014-06-19,2014,6,19,"TAMBODMORA",918.314
"1267",2014-06-20,2014,6,20,"TAMBODMORA",1200
"1268",2014-06-21,2014,6,21,"TAMBODMORA",889.5
"1269",2014-06-22,2014,6,22,"TAMBODMORA",1961.770754705
"1270",2014-06-23,2014,6,23,"TAMBODMORA",3249.44
"1271",2014-06-24,2014,6,24,"TAMBODMORA",659.226
"1272",2014-06-25,2014,6,25,"TAMBODMORA",0
"1273",2014-06-26,2014,6,26,"TAMBODMORA",0
"1274",2014-06-27,2014,6,27,"TAMBODMORA",0
"1275",2014-06-28,2014,6,28,"TAMBODMORA",0
"1276",2014-06-29,2014,6,29,"TAMBODMORA",0
"1277",2014-06-30,2014,6,30,"TAMBODMORA",958
"1278",2014-07-01,2014,7,1,"TAMBODMORA",1959
"1279",2014-07-02,2014,7,2,"TAMBODMORA",1790
"1280",2014-07-03,2014,7,3,"TAMBODMORA",0
"1281",2014-07-04,2014,7,4,"TAMBODMORA",0
"1282",2014-07-05,2014,7,5,"TAMBODMORA",0
"1283",2014-07-06,2014,7,6,"TAMBODMORA",0
"1284",2014-07-07,2014,7,7,"TAMBODMORA",0
"1285",2014-07-08,2014,7,8,"TAMBODMORA",440
"1286",2014-07-09,2014,7,9,"TAMBODMORA",790
"1287",2014-07-10,2014,7,10,"TAMBODMORA",4750
"1288",2014-07-11,2014,7,11,"TAMBODMORA",5288
"1289",2014-07-12,2014,7,12,"TAMBODMORA",7420
"1290",2014-07-13,2014,7,13,"TAMBODMORA",6580
"1291",2014-07-14,2014,7,14,"TAMBODMORA",6226.94
"1292",2014-07-15,2014,7,15,"TAMBODMORA",5180
"1293",2014-07-16,2014,7,16,"TAMBODMORA",0
"1294",2014-07-17,2014,7,17,"TAMBODMORA",0
"1295",2014-07-18,2014,7,18,"TAMBODMORA",0
"1296",2014-07-19,2014,7,19,"TAMBODMORA",0
"1297",2014-07-20,2014,7,20,"TAMBODMORA",0
"1298",2014-07-21,2014,7,21,"TAMBODMORA",1000
"1299",2014-07-22,2014,7,22,"TAMBODMORA",3160
"1300",2014-07-23,2014,7,23,"TAMBODMORA",0
"1301",2014-07-24,2014,7,24,"TAMBODMORA",0
"1302",2014-07-25,2014,7,25,"TAMBODMORA",0
"1303",2014-07-26,2014,7,26,"TAMBODMORA",0
"1304",2014-07-27,2014,7,27,"TAMBODMORA",250
"1305",2014-07-28,2014,7,28,"TAMBODMORA",0
"1306",2014-07-29,2014,7,29,"TAMBODMORA",0
"1307",2014-07-30,2014,7,30,"TAMBODMORA",220
"1308",2014-07-31,2014,7,31,"TAMBODMORA",230
"1309",2014-08-01,2014,8,1,"TAMBODMORA",0
"1310",2014-08-02,2014,8,2,"TAMBODMORA",0
"1311",2014-08-03,2014,8,3,"TAMBODMORA",0
"1312",2014-08-04,2014,8,4,"TAMBODMORA",0
"1313",2014-08-05,2014,8,5,"TAMBODMORA",0
"1314",2014-08-06,2014,8,6,"TAMBODMORA",0
"1315",2014-08-07,2014,8,7,"TAMBODMORA",0
"1316",2014-08-08,2014,8,8,"TAMBODMORA",0
"1317",2014-08-09,2014,8,9,"TAMBODMORA",0
"1318",2014-08-10,2014,8,10,"TAMBODMORA",0
"1319",2014-08-11,2014,8,11,"TAMBODMORA",0
"1320",2014-08-12,2014,8,12,"TAMBODMORA",0
"1321",2014-08-13,2014,8,13,"TAMBODMORA",0
"1322",2014-08-14,2014,8,14,"TAMBODMORA",0
"1323",2014-08-15,2014,8,15,"TAMBODMORA",0
"1324",2014-08-16,2014,8,16,"TAMBODMORA",0
"1325",2014-08-17,2014,8,17,"TAMBODMORA",0
"1326",2014-08-18,2014,8,18,"TAMBODMORA",0
"1327",2014-08-19,2014,8,19,"TAMBODMORA",0
"1328",2014-08-20,2014,8,20,"TAMBODMORA",0
"1329",2014-08-21,2014,8,21,"TAMBODMORA",0
"1330",2014-08-22,2014,8,22,"TAMBODMORA",0
"1331",2014-08-23,2014,8,23,"TAMBODMORA",0
"1332",2014-08-24,2014,8,24,"TAMBODMORA",0
"1333",2014-08-25,2014,8,25,"TAMBODMORA",0
"1334",2014-08-26,2014,8,26,"TAMBODMORA",0
"1335",2014-08-27,2014,8,27,"TAMBODMORA",0
"1336",2014-08-28,2014,8,28,"TAMBODMORA",0
"1337",2014-08-29,2014,8,29,"TAMBODMORA",0
"1338",2014-08-30,2014,8,30,"TAMBODMORA",0
"1339",2014-08-31,2014,8,31,"TAMBODMORA",0
"1340",2014-09-01,2014,9,1,"TAMBODMORA",0
"1341",2014-09-02,2014,9,2,"TAMBODMORA",0
"1342",2014-09-03,2014,9,3,"TAMBODMORA",0
"1343",2014-09-04,2014,9,4,"TAMBODMORA",0
"1344",2014-09-05,2014,9,5,"TAMBODMORA",0
"1345",2014-09-06,2014,9,6,"TAMBODMORA",0
"1346",2014-09-07,2014,9,7,"TAMBODMORA",0
"1347",2014-09-08,2014,9,8,"TAMBODMORA",0
"1348",2014-09-09,2014,9,9,"TAMBODMORA",0
"1349",2014-09-10,2014,9,10,"TAMBODMORA",0
"1350",2014-09-11,2014,9,11,"TAMBODMORA",0
"1351",2014-09-12,2014,9,12,"TAMBODMORA",0
"1352",2014-09-13,2014,9,13,"TAMBODMORA",0
"1353",2014-09-14,2014,9,14,"TAMBODMORA",0
"1354",2014-09-15,2014,9,15,"TAMBODMORA",0
"1355",2014-09-16,2014,9,16,"TAMBODMORA",0
"1356",2014-09-17,2014,9,17,"TAMBODMORA",0
"1357",2014-09-18,2014,9,18,"TAMBODMORA",0
"1358",2014-09-19,2014,9,19,"TAMBODMORA",0
"1359",2014-09-20,2014,9,20,"TAMBODMORA",0
"1360",2014-09-21,2014,9,21,"TAMBODMORA",0
"1361",2014-09-22,2014,9,22,"TAMBODMORA",0
"1362",2014-09-23,2014,9,23,"TAMBODMORA",0
"1363",2014-09-24,2014,9,24,"TAMBODMORA",0
"1364",2014-09-25,2014,9,25,"TAMBODMORA",0
"1365",2014-09-26,2014,9,26,"TAMBODMORA",0
"1366",2014-09-27,2014,9,27,"TAMBODMORA",0
"1367",2014-09-28,2014,9,28,"TAMBODMORA",0
"1368",2014-09-29,2014,9,29,"TAMBODMORA",0
"1369",2014-09-30,2014,9,30,"TAMBODMORA",0
"1370",2014-10-01,2014,10,1,"TAMBODMORA",0
"1371",2014-10-02,2014,10,2,"TAMBODMORA",0
"1372",2014-10-03,2014,10,3,"TAMBODMORA",0
"1373",2014-10-04,2014,10,4,"TAMBODMORA",0
"1374",2014-10-05,2014,10,5,"TAMBODMORA",0
"1375",2014-10-06,2014,10,6,"TAMBODMORA",0
"1376",2014-10-07,2014,10,7,"TAMBODMORA",0
"1377",2014-10-08,2014,10,8,"TAMBODMORA",0
"1378",2014-10-09,2014,10,9,"TAMBODMORA",0
"1379",2014-10-10,2014,10,10,"TAMBODMORA",0
"1380",2014-10-11,2014,10,11,"TAMBODMORA",0
"1381",2014-10-12,2014,10,12,"TAMBODMORA",0
"1382",2014-10-13,2014,10,13,"TAMBODMORA",0
"1383",2014-10-14,2014,10,14,"TAMBODMORA",0
"1384",2014-10-15,2014,10,15,"TAMBODMORA",0
"1385",2014-10-16,2014,10,16,"TAMBODMORA",0
"1386",2014-10-17,2014,10,17,"TAMBODMORA",0
"1387",2014-10-18,2014,10,18,"TAMBODMORA",0
"1388",2014-10-19,2014,10,19,"TAMBODMORA",0
"1389",2014-10-20,2014,10,20,"TAMBODMORA",0
"1390",2014-10-21,2014,10,21,"TAMBODMORA",0
"1391",2014-10-22,2014,10,22,"TAMBODMORA",0
"1392",2014-10-23,2014,10,23,"TAMBODMORA",0
"1393",2014-10-24,2014,10,24,"TAMBODMORA",0
"1394",2014-10-25,2014,10,25,"TAMBODMORA",0
"1395",2014-10-26,2014,10,26,"TAMBODMORA",0
"1396",2014-10-27,2014,10,27,"TAMBODMORA",0
"1397",2014-10-28,2014,10,28,"TAMBODMORA",0
"1398",2014-10-29,2014,10,29,"TAMBODMORA",0
"1399",2014-10-30,2014,10,30,"TAMBODMORA",0
"1400",2014-10-31,2014,10,31,"TAMBODMORA",0
"1401",2014-11-01,2014,11,1,"TAMBODMORA",0
"1402",2014-11-02,2014,11,2,"TAMBODMORA",0
"1403",2014-11-03,2014,11,3,"TAMBODMORA",0
"1404",2014-11-04,2014,11,4,"TAMBODMORA",0
"1405",2014-11-05,2014,11,5,"TAMBODMORA",0
"1406",2014-11-06,2014,11,6,"TAMBODMORA",0
"1407",2014-11-07,2014,11,7,"TAMBODMORA",0
"1408",2014-11-08,2014,11,8,"TAMBODMORA",0
"1409",2014-11-09,2014,11,9,"TAMBODMORA",0
"1410",2014-11-10,2014,11,10,"TAMBODMORA",0
"1411",2014-11-11,2014,11,11,"TAMBODMORA",0
"1412",2014-11-12,2014,11,12,"TAMBODMORA",0
"1413",2014-11-13,2014,11,13,"TAMBODMORA",0
"1414",2014-11-14,2014,11,14,"TAMBODMORA",0
"1415",2014-11-15,2014,11,15,"TAMBODMORA",0
"1416",2014-11-16,2014,11,16,"TAMBODMORA",0
"1417",2014-11-17,2014,11,17,"TAMBODMORA",0
"1418",2014-11-18,2014,11,18,"TAMBODMORA",0
"1419",2014-11-19,2014,11,19,"TAMBODMORA",0
"1420",2014-11-20,2014,11,20,"TAMBODMORA",0
"1421",2014-11-21,2014,11,21,"TAMBODMORA",0
"1422",2014-11-22,2014,11,22,"TAMBODMORA",0
"1423",2014-11-23,2014,11,23,"TAMBODMORA",0
"1424",2014-11-24,2014,11,24,"TAMBODMORA",0
"1425",2014-11-25,2014,11,25,"TAMBODMORA",0
"1426",2014-11-26,2014,11,26,"TAMBODMORA",0
"1427",2014-11-27,2014,11,27,"TAMBODMORA",0
"1428",2014-11-28,2014,11,28,"TAMBODMORA",0
"1429",2014-11-29,2014,11,29,"TAMBODMORA",0
"1430",2014-11-30,2014,11,30,"TAMBODMORA",0
"1431",2014-12-01,2014,12,1,"TAMBODMORA",0
"1432",2014-12-02,2014,12,2,"TAMBODMORA",0
"1433",2014-12-03,2014,12,3,"TAMBODMORA",0
"1434",2014-12-04,2014,12,4,"TAMBODMORA",0
"1435",2014-12-05,2014,12,5,"TAMBODMORA",0
"1436",2014-12-06,2014,12,6,"TAMBODMORA",0
"1437",2014-12-07,2014,12,7,"TAMBODMORA",0
"1438",2014-12-08,2014,12,8,"TAMBODMORA",0
"1439",2014-12-09,2014,12,9,"TAMBODMORA",0
"1440",2014-12-10,2014,12,10,"TAMBODMORA",0
"1441",2014-12-11,2014,12,11,"TAMBODMORA",0
"1442",2014-12-12,2014,12,12,"TAMBODMORA",0
"1443",2014-12-13,2014,12,13,"TAMBODMORA",0
"1444",2014-12-14,2014,12,14,"TAMBODMORA",0
"1445",2014-12-15,2014,12,15,"TAMBODMORA",0
"1446",2014-12-16,2014,12,16,"TAMBODMORA",0
"1447",2014-12-17,2014,12,17,"TAMBODMORA",0
"1448",2014-12-18,2014,12,18,"TAMBODMORA",0
"1449",2014-12-19,2014,12,19,"TAMBODMORA",0
"1450",2014-12-20,2014,12,20,"TAMBODMORA",0
"1451",2014-12-21,2014,12,21,"TAMBODMORA",0
"1452",2014-12-22,2014,12,22,"TAMBODMORA",0
"1453",2014-12-23,2014,12,23,"TAMBODMORA",0
"1454",2014-12-24,2014,12,24,"TAMBODMORA",0
"1455",2014-12-25,2014,12,25,"TAMBODMORA",0
"1456",2014-12-26,2014,12,26,"TAMBODMORA",0
"1457",2014-12-27,2014,12,27,"TAMBODMORA",0
"1458",2014-12-28,2014,12,28,"TAMBODMORA",0
"1459",2014-12-29,2014,12,29,"TAMBODMORA",0
"1460",2014-12-30,2014,12,30,"TAMBODMORA",0
"1461",2014-12-31,2014,12,31,"TAMBODMORA",0
"1462",2011-01-01,2011,1,1,"PISCO",0
"1463",2011-01-02,2011,1,2,"PISCO",0
"1464",2011-01-03,2011,1,3,"PISCO",0
"1465",2011-01-04,2011,1,4,"PISCO",0
"1466",2011-01-05,2011,1,5,"PISCO",0
"1467",2011-01-06,2011,1,6,"PISCO",231
"1468",2011-01-07,2011,1,7,"PISCO",6035
"1469",2011-01-08,2011,1,8,"PISCO",12230
"1470",2011-01-09,2011,1,9,"PISCO",12863
"1471",2011-01-10,2011,1,10,"PISCO",5909
"1472",2011-01-11,2011,1,11,"PISCO",4263
"1473",2011-01-12,2011,1,12,"PISCO",9290
"1474",2011-01-13,2011,1,13,"PISCO",8012
"1475",2011-01-14,2011,1,14,"PISCO",11243
"1476",2011-01-15,2011,1,15,"PISCO",8994
"1477",2011-01-16,2011,1,16,"PISCO",11670
"1478",2011-01-17,2011,1,17,"PISCO",6253
"1479",2011-01-18,2011,1,18,"PISCO",0
"1480",2011-01-19,2011,1,19,"PISCO",0
"1481",2011-01-20,2011,1,20,"PISCO",0
"1482",2011-01-21,2011,1,21,"PISCO",0
"1483",2011-01-22,2011,1,22,"PISCO",0
"1484",2011-01-23,2011,1,23,"PISCO",0
"1485",2011-01-24,2011,1,24,"PISCO",0
"1486",2011-01-25,2011,1,25,"PISCO",0
"1487",2011-01-26,2011,1,26,"PISCO",0
"1488",2011-01-27,2011,1,27,"PISCO",0
"1489",2011-01-28,2011,1,28,"PISCO",0
"1490",2011-01-29,2011,1,29,"PISCO",0
"1491",2011-01-30,2011,1,30,"PISCO",0
"1492",2011-01-31,2011,1,31,"PISCO",0
"1493",2011-02-01,2011,2,1,"PISCO",0
"1494",2011-02-02,2011,2,2,"PISCO",0
"1495",2011-02-03,2011,2,3,"PISCO",0
"1496",2011-02-04,2011,2,4,"PISCO",0
"1497",2011-02-05,2011,2,5,"PISCO",0
"1498",2011-02-06,2011,2,6,"PISCO",0
"1499",2011-02-07,2011,2,7,"PISCO",0
"1500",2011-02-08,2011,2,8,"PISCO",0
"1501",2011-02-09,2011,2,9,"PISCO",0
"1502",2011-02-10,2011,2,10,"PISCO",0
"1503",2011-02-11,2011,2,11,"PISCO",0
"1504",2011-02-12,2011,2,12,"PISCO",0
"1505",2011-02-13,2011,2,13,"PISCO",0
"1506",2011-02-14,2011,2,14,"PISCO",0
"1507",2011-02-15,2011,2,15,"PISCO",0
"1508",2011-02-16,2011,2,16,"PISCO",0
"1509",2011-02-17,2011,2,17,"PISCO",0
"1510",2011-02-18,2011,2,18,"PISCO",0
"1511",2011-02-19,2011,2,19,"PISCO",0
"1512",2011-02-20,2011,2,20,"PISCO",0
"1513",2011-02-21,2011,2,21,"PISCO",0
"1514",2011-02-22,2011,2,22,"PISCO",0
"1515",2011-02-23,2011,2,23,"PISCO",0
"1516",2011-02-24,2011,2,24,"PISCO",0
"1517",2011-02-25,2011,2,25,"PISCO",0
"1518",2011-02-26,2011,2,26,"PISCO",0
"1519",2011-02-27,2011,2,27,"PISCO",0
"1520",2011-02-28,2011,2,28,"PISCO",0
"1521",2011-03-01,2011,3,1,"PISCO",0
"1522",2011-03-02,2011,3,2,"PISCO",0
"1523",2011-03-03,2011,3,3,"PISCO",0
"1524",2011-03-04,2011,3,4,"PISCO",0
"1525",2011-03-05,2011,3,5,"PISCO",0
"1526",2011-03-06,2011,3,6,"PISCO",0
"1527",2011-03-07,2011,3,7,"PISCO",0
"1528",2011-03-08,2011,3,8,"PISCO",0
"1529",2011-03-09,2011,3,9,"PISCO",0
"1530",2011-03-10,2011,3,10,"PISCO",0
"1531",2011-03-11,2011,3,11,"PISCO",0
"1532",2011-03-12,2011,3,12,"PISCO",0
"1533",2011-03-13,2011,3,13,"PISCO",0
"1534",2011-03-14,2011,3,14,"PISCO",0
"1535",2011-03-15,2011,3,15,"PISCO",0
"1536",2011-03-16,2011,3,16,"PISCO",0
"1537",2011-03-17,2011,3,17,"PISCO",0
"1538",2011-03-18,2011,3,18,"PISCO",0
"1539",2011-03-19,2011,3,19,"PISCO",0
"1540",2011-03-20,2011,3,20,"PISCO",0
"1541",2011-03-21,2011,3,21,"PISCO",0
"1542",2011-03-22,2011,3,22,"PISCO",0
"1543",2011-03-23,2011,3,23,"PISCO",0
"1544",2011-03-24,2011,3,24,"PISCO",0
"1545",2011-03-25,2011,3,25,"PISCO",0
"1546",2011-03-26,2011,3,26,"PISCO",0
"1547",2011-03-27,2011,3,27,"PISCO",0
"1548",2011-03-28,2011,3,28,"PISCO",0
"1549",2011-03-29,2011,3,29,"PISCO",0
"1550",2011-03-30,2011,3,30,"PISCO",0
"1551",2011-03-31,2011,3,31,"PISCO",0
"1552",2011-04-01,2011,4,1,"PISCO",3895
"1553",2011-04-02,2011,4,2,"PISCO",5780
"1554",2011-04-03,2011,4,3,"PISCO",13575
"1555",2011-04-04,2011,4,4,"PISCO",8447
"1556",2011-04-05,2011,4,5,"PISCO",8350
"1557",2011-04-06,2011,4,6,"PISCO",9470
"1558",2011-04-07,2011,4,7,"PISCO",7200
"1559",2011-04-08,2011,4,8,"PISCO",8170
"1560",2011-04-09,2011,4,9,"PISCO",16825
"1561",2011-04-10,2011,4,10,"PISCO",10940
"1562",2011-04-11,2011,4,11,"PISCO",10300
"1563",2011-04-12,2011,4,12,"PISCO",12380
"1564",2011-04-13,2011,4,13,"PISCO",12679
"1565",2011-04-14,2011,4,14,"PISCO",11419
"1566",2011-04-15,2011,4,15,"PISCO",11900
"1567",2011-04-16,2011,4,16,"PISCO",11928
"1568",2011-04-17,2011,4,17,"PISCO",10655
"1569",2011-04-18,2011,4,18,"PISCO",11410
"1570",2011-04-19,2011,4,19,"PISCO",11510
"1571",2011-04-20,2011,4,20,"PISCO",9982
"1572",2011-04-21,2011,4,21,"PISCO",9775
"1573",2011-04-22,2011,4,22,"PISCO",11216
"1574",2011-04-23,2011,4,23,"PISCO",9887
"1575",2011-04-24,2011,4,24,"PISCO",10526
"1576",2011-04-25,2011,4,25,"PISCO",10712
"1577",2011-04-26,2011,4,26,"PISCO",9524
"1578",2011-04-27,2011,4,27,"PISCO",9188
"1579",2011-04-28,2011,4,28,"PISCO",8694
"1580",2011-04-29,2011,4,29,"PISCO",8440
"1581",2011-04-30,2011,4,30,"PISCO",7135
"1582",2011-05-01,2011,5,1,"PISCO",8322
"1583",2011-05-02,2011,5,2,"PISCO",7822
"1584",2011-05-03,2011,5,3,"PISCO",219
"1585",2011-05-04,2011,5,4,"PISCO",8376
"1586",2011-05-05,2011,5,5,"PISCO",11363
"1587",2011-05-06,2011,5,6,"PISCO",12617
"1588",2011-05-07,2011,5,7,"PISCO",6425
"1589",2011-05-08,2011,5,8,"PISCO",9908
"1590",2011-05-09,2011,5,9,"PISCO",12045
"1591",2011-05-10,2011,5,10,"PISCO",7844
"1592",2011-05-11,2011,5,11,"PISCO",720
"1593",2011-05-12,2011,5,12,"PISCO",2956
"1594",2011-05-13,2011,5,13,"PISCO",4199
"1595",2011-05-14,2011,5,14,"PISCO",8261
"1596",2011-05-15,2011,5,15,"PISCO",11436
"1597",2011-05-16,2011,5,16,"PISCO",9857.235
