"","Date","Year","Month","Day","Port","Landing_tm"
"3049",2015-08-05,2015,8,5,"TAMBODMORA",0
"3050",2015-08-06,2015,8,6,"TAMBODMORA",0
"3051",2015-08-07,2015,8,7,"TAMBODMORA",0
"3052",2015-08-08,2015,8,8,"TAMBODMORA",0
"3053",2015-08-09,2015,8,9,"TAMBODMORA",0
"3054",2015-08-10,2015,8,10,"TAMBODMORA",0
"3055",2015-08-11,2015,8,11,"TAMBODMORA",0
"3056",2015-08-12,2015,8,12,"TAMBODMORA",0
"3057",2015-08-13,2015,8,13,"TAMBODMORA",0
"3058",2015-08-14,2015,8,14,"TAMBODMORA",0
"3059",2015-08-15,2015,8,15,"TAMBODMORA",0
"3060",2015-08-16,2015,8,16,"TAMBODMORA",0
"3061",2015-08-17,2015,8,17,"TAMBODMORA",0
"3062",2015-08-18,2015,8,18,"TAMBODMORA",0
"3063",2015-08-19,2015,8,19,"TAMBODMORA",0
"3064",2015-08-20,2015,8,20,"TAMBODMORA",0
"3065",2015-08-21,2015,8,21,"TAMBODMORA",0
"3066",2015-08-22,2015,8,22,"TAMBODMORA",0
"3067",2015-08-23,2015,8,23,"TAMBODMORA",0
"3068",2015-08-24,2015,8,24,"TAMBODMORA",0
"3069",2015-08-25,2015,8,25,"TAMBODMORA",0
"3070",2015-08-26,2015,8,26,"TAMBODMORA",0
"3071",2015-08-27,2015,8,27,"TAMBODMORA",0
"3072",2015-08-28,2015,8,28,"TAMBODMORA",0
"3073",2015-08-29,2015,8,29,"TAMBODMORA",0
"3074",2015-08-30,2015,8,30,"TAMBODMORA",0
"3075",2015-08-31,2015,8,31,"TAMBODMORA",0
"3076",2015-09-01,2015,9,1,"TAMBODMORA",0
"3077",2015-09-02,2015,9,2,"TAMBODMORA",0
"3078",2015-09-03,2015,9,3,"TAMBODMORA",0
"3079",2015-09-04,2015,9,4,"TAMBODMORA",0
"3080",2015-09-05,2015,9,5,"TAMBODMORA",0
"3081",2015-09-06,2015,9,6,"TAMBODMORA",0
"3082",2015-09-07,2015,9,7,"TAMBODMORA",0
"3083",2015-09-08,2015,9,8,"TAMBODMORA",0
"3084",2015-09-09,2015,9,9,"TAMBODMORA",0
"3085",2015-09-10,2015,9,10,"TAMBODMORA",0
"3086",2015-09-11,2015,9,11,"TAMBODMORA",0
"3087",2015-09-12,2015,9,12,"TAMBODMORA",0
"3088",2015-09-13,2015,9,13,"TAMBODMORA",0
"3089",2015-09-14,2015,9,14,"TAMBODMORA",0
"3090",2015-09-15,2015,9,15,"TAMBODMORA",0
"3091",2015-09-16,2015,9,16,"TAMBODMORA",0
"3092",2015-09-17,2015,9,17,"TAMBODMORA",0
"3093",2015-09-18,2015,9,18,"TAMBODMORA",0
"3094",2015-09-19,2015,9,19,"TAMBODMORA",0
"3095",2015-09-20,2015,9,20,"TAMBODMORA",0
"3096",2015-09-21,2015,9,21,"TAMBODMORA",0
"3097",2015-09-22,2015,9,22,"TAMBODMORA",0
"3098",2015-09-23,2015,9,23,"TAMBODMORA",0
"3099",2015-09-24,2015,9,24,"TAMBODMORA",0
"3100",2015-09-25,2015,9,25,"TAMBODMORA",0
"3101",2015-09-26,2015,9,26,"TAMBODMORA",0
"3102",2015-09-27,2015,9,27,"TAMBODMORA",0
"3103",2015-09-28,2015,9,28,"TAMBODMORA",0
"3104",2015-09-29,2015,9,29,"TAMBODMORA",0
"3105",2015-09-30,2015,9,30,"TAMBODMORA",0
"3106",2015-10-01,2015,10,1,"TAMBODMORA",0
"3107",2015-10-02,2015,10,2,"TAMBODMORA",0
"3108",2015-10-03,2015,10,3,"TAMBODMORA",0
"3109",2015-10-04,2015,10,4,"TAMBODMORA",0
"3110",2015-10-05,2015,10,5,"TAMBODMORA",0
"3111",2015-10-06,2015,10,6,"TAMBODMORA",0
"3112",2015-10-07,2015,10,7,"TAMBODMORA",0
"3113",2015-10-08,2015,10,8,"TAMBODMORA",0
"3114",2015-10-09,2015,10,9,"TAMBODMORA",0
"3115",2015-10-10,2015,10,10,"TAMBODMORA",0
"3116",2015-10-11,2015,10,11,"TAMBODMORA",0
"3117",2015-10-12,2015,10,12,"TAMBODMORA",0
"3118",2015-10-13,2015,10,13,"TAMBODMORA",0
"3119",2015-10-14,2015,10,14,"TAMBODMORA",0
"3120",2015-10-15,2015,10,15,"TAMBODMORA",0
"3121",2015-10-16,2015,10,16,"TAMBODMORA",0
"3122",2015-10-17,2015,10,17,"TAMBODMORA",0
"3123",2015-10-18,2015,10,18,"TAMBODMORA",0
"3124",2015-10-19,2015,10,19,"TAMBODMORA",0
"3125",2015-10-20,2015,10,20,"TAMBODMORA",0
"3126",2015-10-21,2015,10,21,"TAMBODMORA",0
"3127",2015-10-22,2015,10,22,"TAMBODMORA",0
"3128",2015-10-23,2015,10,23,"TAMBODMORA",0
"3129",2015-10-24,2015,10,24,"TAMBODMORA",0
"3130",2015-10-25,2015,10,25,"TAMBODMORA",0
"3131",2015-10-26,2015,10,26,"TAMBODMORA",0
"3132",2015-10-27,2015,10,27,"TAMBODMORA",0
"3133",2015-10-28,2015,10,28,"TAMBODMORA",0
"3134",2015-10-29,2015,10,29,"TAMBODMORA",0
"3135",2015-10-30,2015,10,30,"TAMBODMORA",0
"3136",2015-10-31,2015,10,31,"TAMBODMORA",0
"3137",2015-11-01,2015,11,1,"TAMBODMORA",0
"3138",2015-11-02,2015,11,2,"TAMBODMORA",0
"3139",2015-11-03,2015,11,3,"TAMBODMORA",0
"3140",2015-11-04,2015,11,4,"TAMBODMORA",0
"3141",2015-11-05,2015,11,5,"TAMBODMORA",0
"3142",2015-11-06,2015,11,6,"TAMBODMORA",0
"3143",2015-11-07,2015,11,7,"TAMBODMORA",0
"3144",2015-11-08,2015,11,8,"TAMBODMORA",0
"3145",2015-11-09,2015,11,9,"TAMBODMORA",0
"3146",2015-11-10,2015,11,10,"TAMBODMORA",0
"3147",2015-11-11,2015,11,11,"TAMBODMORA",0
"3148",2015-11-12,2015,11,12,"TAMBODMORA",0
"3149",2015-11-13,2015,11,13,"TAMBODMORA",0
"3150",2015-11-14,2015,11,14,"TAMBODMORA",0
"3151",2015-11-15,2015,11,15,"TAMBODMORA",0
"3152",2015-11-16,2015,11,16,"TAMBODMORA",0
"3153",2015-11-17,2015,11,17,"TAMBODMORA",3350
"3154",2015-11-18,2015,11,18,"TAMBODMORA",3575
"3155",2015-11-19,2015,11,19,"TAMBODMORA",3580
"3156",2015-11-20,2015,11,20,"TAMBODMORA",2079
"3157",2015-11-21,2015,11,21,"TAMBODMORA",2790
"3158",2015-11-22,2015,11,22,"TAMBODMORA",4610
"3159",2015-11-23,2015,11,23,"TAMBODMORA",5521
"3160",2015-11-24,2015,11,24,"TAMBODMORA",1725
"3161",2015-11-25,2015,11,25,"TAMBODMORA",3945
"3162",2015-11-26,2015,11,26,"TAMBODMORA",2380
"3163",2015-11-27,2015,11,27,"TAMBODMORA",2540
"3164",2015-11-28,2015,11,28,"TAMBODMORA",2210
"3165",2015-11-29,2015,11,29,"TAMBODMORA",1730
"3166",2015-11-30,2015,11,30,"TAMBODMORA",3970
"3167",2015-12-01,2015,12,1,"TAMBODMORA",6072
"3168",2015-12-02,2015,12,2,"TAMBODMORA",4060
"3169",2015-12-03,2015,12,3,"TAMBODMORA",3637
"3170",2015-12-04,2015,12,4,"TAMBODMORA",2250
"3171",2015-12-05,2015,12,5,"TAMBODMORA",5025
"3172",2015-12-06,2015,12,6,"TAMBODMORA",3180
"3173",2015-12-07,2015,12,7,"TAMBODMORA",2088
"3174",2015-12-08,2015,12,8,"TAMBODMORA",5590
"3175",2015-12-09,2015,12,9,"TAMBODMORA",3740
"3176",2015-12-10,2015,12,10,"TAMBODMORA",2680
"3177",2015-12-11,2015,12,11,"TAMBODMORA",140
"3178",2015-12-12,2015,12,12,"TAMBODMORA",540
"3179",2015-12-13,2015,12,13,"TAMBODMORA",0
"3180",2015-12-14,2015,12,14,"TAMBODMORA",0
"3181",2015-12-15,2015,12,15,"TAMBODMORA",0
"3182",2015-12-16,2015,12,16,"TAMBODMORA",0
"3183",2015-12-17,2015,12,17,"TAMBODMORA",0
"3184",2015-12-18,2015,12,18,"TAMBODMORA",180
"3185",2015-12-19,2015,12,19,"TAMBODMORA",0
"3186",2015-12-20,2015,12,20,"TAMBODMORA",0
"3187",2015-12-21,2015,12,21,"TAMBODMORA",0
"3188",2015-12-22,2015,12,22,"TAMBODMORA",0
"3189",2015-12-23,2015,12,23,"TAMBODMORA",0
"3190",2015-12-24,2015,12,24,"TAMBODMORA",0
"3191",2015-12-25,2015,12,25,"TAMBODMORA",0
"3192",2015-12-26,2015,12,26,"TAMBODMORA",0
"3193",2015-12-27,2015,12,27,"TAMBODMORA",0
"3194",2015-12-28,2015,12,28,"TAMBODMORA",2799.847
"3195",2015-12-29,2015,12,29,"TAMBODMORA",3145
"3196",2015-12-30,2015,12,30,"TAMBODMORA",240
"3197",2015-12-31,2015,12,31,"TAMBODMORA",0
"3198",2016-01-01,2016,1,1,"TAMBODMORA",0
"3199",2016-01-02,2016,1,2,"TAMBODMORA",0
"3200",2016-01-03,2016,1,3,"TAMBODMORA",0
"3201",2016-01-04,2016,1,4,"TAMBODMORA",0
"3202",2016-01-05,2016,1,5,"TAMBODMORA",0
"3203",2016-01-06,2016,1,6,"TAMBODMORA",60
"3204",2016-01-07,2016,1,7,"TAMBODMORA",2820
"3205",2016-01-08,2016,1,8,"TAMBODMORA",2768.658
"3206",2016-01-09,2016,1,9,"TAMBODMORA",1997.63
"3207",2016-01-10,2016,1,10,"TAMBODMORA",0
"3208",2016-01-11,2016,1,11,"TAMBODMORA",0
"3209",2016-01-12,2016,1,12,"TAMBODMORA",0
"3210",2016-01-13,2016,1,13,"TAMBODMORA",0
"3211",2016-01-14,2016,1,14,"TAMBODMORA",1799.603
"3212",2016-01-15,2016,1,15,"TAMBODMORA",120
"3213",2016-01-16,2016,1,16,"TAMBODMORA",0
"3214",2016-01-17,2016,1,17,"TAMBODMORA",0
"3215",2016-01-18,2016,1,18,"TAMBODMORA",0
"3216",2016-01-19,2016,1,19,"TAMBODMORA",0
"3217",2016-01-20,2016,1,20,"TAMBODMORA",595
"3218",2016-01-21,2016,1,21,"TAMBODMORA",565
"3219",2016-01-22,2016,1,22,"TAMBODMORA",580
"3220",2016-01-23,2016,1,23,"TAMBODMORA",533
"3221",2016-01-24,2016,1,24,"TAMBODMORA",0
"3222",2016-01-25,2016,1,25,"TAMBODMORA",0
"3223",2016-01-26,2016,1,26,"TAMBODMORA",0
"3224",2016-01-27,2016,1,27,"TAMBODMORA",0
"3225",2016-01-28,2016,1,28,"TAMBODMORA",0
"3226",2016-01-29,2016,1,29,"TAMBODMORA",0
"3227",2016-01-30,2016,1,30,"TAMBODMORA",0
"3228",2016-01-31,2016,1,31,"TAMBODMORA",0
"3229",2016-02-01,2016,2,1,"TAMBODMORA",0
"3230",2016-02-02,2016,2,2,"TAMBODMORA",0
"3231",2016-02-03,2016,2,3,"TAMBODMORA",0
"3232",2016-02-04,2016,2,4,"TAMBODMORA",0
"3233",2016-02-05,2016,2,5,"TAMBODMORA",0
"3234",2016-02-06,2016,2,6,"TAMBODMORA",0
"3235",2016-02-07,2016,2,7,"TAMBODMORA",0
"3236",2016-02-08,2016,2,8,"TAMBODMORA",0
"3237",2016-02-09,2016,2,9,"TAMBODMORA",0
"3238",2016-02-10,2016,2,10,"TAMBODMORA",0
"3239",2016-02-11,2016,2,11,"TAMBODMORA",0
"3240",2016-02-12,2016,2,12,"TAMBODMORA",0
"3241",2016-02-13,2016,2,13,"TAMBODMORA",0
"3242",2016-02-14,2016,2,14,"TAMBODMORA",0
"3243",2016-02-15,2016,2,15,"TAMBODMORA",0
"3244",2016-02-16,2016,2,16,"TAMBODMORA",0
"3245",2016-02-17,2016,2,17,"TAMBODMORA",0
"3246",2016-02-18,2016,2,18,"TAMBODMORA",0
"3247",2016-02-19,2016,2,19,"TAMBODMORA",0
"3248",2016-02-20,2016,2,20,"TAMBODMORA",0
"3249",2016-02-21,2016,2,21,"TAMBODMORA",0
"3250",2016-02-22,2016,2,22,"TAMBODMORA",0
"3251",2016-02-23,2016,2,23,"TAMBODMORA",0
"3252",2016-02-24,2016,2,24,"TAMBODMORA",0
"3253",2016-02-25,2016,2,25,"TAMBODMORA",0
"3254",2016-02-26,2016,2,26,"TAMBODMORA",0
"3255",2016-02-27,2016,2,27,"TAMBODMORA",0
"3256",2016-02-28,2016,2,28,"TAMBODMORA",0
"3257",2016-02-29,2016,2,29,"TAMBODMORA",0
"3258",2016-03-01,2016,3,1,"TAMBODMORA",0
"3259",2016-03-02,2016,3,2,"TAMBODMORA",0
"3260",2016-03-03,2016,3,3,"TAMBODMORA",0
"3261",2016-03-04,2016,3,4,"TAMBODMORA",0
"3262",2016-03-05,2016,3,5,"TAMBODMORA",0
"3263",2016-03-06,2016,3,6,"TAMBODMORA",0
"3264",2016-03-07,2016,3,7,"TAMBODMORA",0
"3265",2016-03-08,2016,3,8,"TAMBODMORA",0
"3266",2016-03-09,2016,3,9,"TAMBODMORA",0
"3267",2016-03-10,2016,3,10,"TAMBODMORA",0
"3268",2016-03-11,2016,3,11,"TAMBODMORA",0
"3269",2016-03-12,2016,3,12,"TAMBODMORA",0
"3270",2016-03-13,2016,3,13,"TAMBODMORA",0
"3271",2016-03-14,2016,3,14,"TAMBODMORA",0
"3272",2016-03-15,2016,3,15,"TAMBODMORA",0
"3273",2016-03-16,2016,3,16,"TAMBODMORA",0
"3274",2016-03-17,2016,3,17,"TAMBODMORA",0
"3275",2016-03-18,2016,3,18,"TAMBODMORA",0
"3276",2016-03-19,2016,3,19,"TAMBODMORA",0
"3277",2016-03-20,2016,3,20,"TAMBODMORA",0
"3278",2016-03-21,2016,3,21,"TAMBODMORA",0
"3279",2016-03-22,2016,3,22,"TAMBODMORA",0
"3280",2016-03-23,2016,3,23,"TAMBODMORA",0
"3281",2016-03-24,2016,3,24,"TAMBODMORA",0
"3282",2016-03-25,2016,3,25,"TAMBODMORA",0
"3283",2016-03-26,2016,3,26,"TAMBODMORA",0
"3284",2016-03-27,2016,3,27,"TAMBODMORA",0
"3285",2016-03-28,2016,3,28,"TAMBODMORA",0
"3286",2016-03-29,2016,3,29,"TAMBODMORA",0
"3287",2016-03-30,2016,3,30,"TAMBODMORA",0
"3288",2016-03-31,2016,3,31,"TAMBODMORA",0
"3289",2016-04-01,2016,4,1,"TAMBODMORA",0
"3290",2016-04-02,2016,4,2,"TAMBODMORA",0
"3291",2016-04-03,2016,4,3,"TAMBODMORA",0
"3292",2016-04-04,2016,4,4,"TAMBODMORA",0
"3293",2016-04-05,2016,4,5,"TAMBODMORA",0
"3294",2016-04-06,2016,4,6,"TAMBODMORA",0
"3295",2016-04-07,2016,4,7,"TAMBODMORA",0
"3296",2016-04-08,2016,4,8,"TAMBODMORA",0
"3297",2016-04-09,2016,4,9,"TAMBODMORA",0
"3298",2016-04-10,2016,4,10,"TAMBODMORA",0
"3299",2016-04-11,2016,4,11,"TAMBODMORA",0
"3300",2016-04-12,2016,4,12,"TAMBODMORA",0
"3301",2016-04-13,2016,4,13,"TAMBODMORA",0
"3302",2016-04-14,2016,4,14,"TAMBODMORA",0
"3303",2016-04-15,2016,4,15,"TAMBODMORA",0
"3304",2016-04-16,2016,4,16,"TAMBODMORA",0
"3305",2016-04-17,2016,4,17,"TAMBODMORA",0
"3306",2016-04-18,2016,4,18,"TAMBODMORA",0
"3307",2016-04-19,2016,4,19,"TAMBODMORA",0
"3308",2016-04-20,2016,4,20,"TAMBODMORA",0
"3309",2016-04-21,2016,4,21,"TAMBODMORA",0
"3310",2016-04-22,2016,4,22,"TAMBODMORA",0
"3311",2016-04-23,2016,4,23,"TAMBODMORA",0
"3312",2016-04-24,2016,4,24,"TAMBODMORA",0
"3313",2016-04-25,2016,4,25,"TAMBODMORA",0
"3314",2016-04-26,2016,4,26,"TAMBODMORA",0
"3315",2016-04-27,2016,4,27,"TAMBODMORA",0
"3316",2016-04-28,2016,4,28,"TAMBODMORA",0
"3317",2016-04-29,2016,4,29,"TAMBODMORA",0
"3318",2016-04-30,2016,4,30,"TAMBODMORA",0
"3319",2016-05-01,2016,5,1,"TAMBODMORA",0
"3320",2016-05-02,2016,5,2,"TAMBODMORA",0
"3321",2016-05-03,2016,5,3,"TAMBODMORA",0
"3322",2016-05-04,2016,5,4,"TAMBODMORA",0
"3323",2016-05-05,2016,5,5,"TAMBODMORA",0
"3324",2016-05-06,2016,5,6,"TAMBODMORA",0
"3325",2016-05-07,2016,5,7,"TAMBODMORA",0
"3326",2016-05-08,2016,5,8,"TAMBODMORA",0
"3327",2016-05-09,2016,5,9,"TAMBODMORA",0
"3328",2016-05-10,2016,5,10,"TAMBODMORA",0
"3329",2016-05-11,2016,5,11,"TAMBODMORA",0
"3330",2016-05-12,2016,5,12,"TAMBODMORA",0
"3331",2016-05-13,2016,5,13,"TAMBODMORA",0
"3332",2016-05-14,2016,5,14,"TAMBODMORA",0
"3333",2016-05-15,2016,5,15,"TAMBODMORA",0
"3334",2016-05-16,2016,5,16,"TAMBODMORA",0
"3335",2016-05-17,2016,5,17,"TAMBODMORA",0
"3336",2016-05-18,2016,5,18,"TAMBODMORA",0
"3337",2016-05-19,2016,5,19,"TAMBODMORA",0
"3338",2016-05-20,2016,5,20,"TAMBODMORA",0
"3339",2016-05-21,2016,5,21,"TAMBODMORA",0
"3340",2016-05-22,2016,5,22,"TAMBODMORA",0
"3341",2016-05-23,2016,5,23,"TAMBODMORA",0
"3342",2016-05-24,2016,5,24,"TAMBODMORA",0
"3343",2016-05-25,2016,5,25,"TAMBODMORA",0
"3344",2016-05-26,2016,5,26,"TAMBODMORA",0
"3345",2016-05-27,2016,5,27,"TAMBODMORA",0
"3346",2016-05-28,2016,5,28,"TAMBODMORA",0
"3347",2016-05-29,2016,5,29,"TAMBODMORA",0
"3348",2016-05-30,2016,5,30,"TAMBODMORA",0
"3349",2016-05-31,2016,5,31,"TAMBODMORA",0
"3350",2016-06-01,2016,6,1,"TAMBODMORA",0
"3351",2016-06-02,2016,6,2,"TAMBODMORA",0
"3352",2016-06-03,2016,6,3,"TAMBODMORA",0
"3353",2016-06-04,2016,6,4,"TAMBODMORA",0
"3354",2016-06-05,2016,6,5,"TAMBODMORA",0
"3355",2016-06-06,2016,6,6,"TAMBODMORA",0
"3356",2016-06-07,2016,6,7,"TAMBODMORA",0
"3357",2016-06-08,2016,6,8,"TAMBODMORA",0
"3358",2016-06-09,2016,6,9,"TAMBODMORA",0
"3359",2016-06-10,2016,6,10,"TAMBODMORA",0
"3360",2016-06-11,2016,6,11,"TAMBODMORA",0
"3361",2016-06-12,2016,6,12,"TAMBODMORA",0
"3362",2016-06-13,2016,6,13,"TAMBODMORA",0
"3363",2016-06-14,2016,6,14,"TAMBODMORA",0
"3364",2016-06-15,2016,6,15,"TAMBODMORA",0
"3365",2016-06-16,2016,6,16,"TAMBODMORA",0
"3366",2016-06-17,2016,6,17,"TAMBODMORA",0
"3367",2016-06-18,2016,6,18,"TAMBODMORA",1183.806
"3368",2016-06-19,2016,6,19,"TAMBODMORA",0
"3369",2016-06-20,2016,6,20,"TAMBODMORA",987.649
"3370",2016-06-21,2016,6,21,"TAMBODMORA",1731
"3371",2016-06-22,2016,6,22,"TAMBODMORA",0
"3372",2016-06-23,2016,6,23,"TAMBODMORA",0
"3373",2016-06-24,2016,6,24,"TAMBODMORA",0
"3374",2016-06-25,2016,6,25,"TAMBODMORA",0
"3375",2016-06-26,2016,6,26,"TAMBODMORA",0
"3376",2016-06-27,2016,6,27,"TAMBODMORA",266.44
"3377",2016-06-28,2016,6,28,"TAMBODMORA",1125
"3378",2016-06-29,2016,6,29,"TAMBODMORA",300.778
"3379",2016-06-30,2016,6,30,"TAMBODMORA",1040
"3380",2016-07-01,2016,7,1,"TAMBODMORA",2043.968
"3381",2016-07-02,2016,7,2,"TAMBODMORA",2538.826
"3382",2016-07-03,2016,7,3,"TAMBODMORA",1109.234483
"3383",2016-07-04,2016,7,4,"TAMBODMORA",0
"3384",2016-07-05,2016,7,5,"TAMBODMORA",0
"3385",2016-07-06,2016,7,6,"TAMBODMORA",1150
"3386",2016-07-07,2016,7,7,"TAMBODMORA",0
"3387",2016-07-08,2016,7,8,"TAMBODMORA",1783.062
"3388",2016-07-09,2016,7,9,"TAMBODMORA",455
"3389",2016-07-10,2016,7,10,"TAMBODMORA",1983.65727
"3390",2016-07-11,2016,7,11,"TAMBODMORA",1243.493
"3391",2016-07-12,2016,7,12,"TAMBODMORA",1339.372
"3392",2016-07-13,2016,7,13,"TAMBODMORA",2321.543
"3393",2016-07-14,2016,7,14,"TAMBODMORA",2558.178
"3394",2016-07-15,2016,7,15,"TAMBODMORA",497.882
"3395",2016-07-16,2016,7,16,"TAMBODMORA",956.503
"3396",2016-07-17,2016,7,17,"TAMBODMORA",1918.194359
"3397",2016-07-18,2016,7,18,"TAMBODMORA",2936.376
"3398",2016-07-19,2016,7,19,"TAMBODMORA",1890.305
"3399",2016-07-20,2016,7,20,"TAMBODMORA",956.765
"3400",2016-07-21,2016,7,21,"TAMBODMORA",4871.234
"3401",2016-07-22,2016,7,22,"TAMBODMORA",1773.638
"3402",2016-07-23,2016,7,23,"TAMBODMORA",5739.636
"3403",2016-07-24,2016,7,24,"TAMBODMORA",5217.090057
"3404",2016-07-25,2016,7,25,"TAMBODMORA",0
"3405",2016-07-26,2016,7,26,"TAMBODMORA",476.753
"3406",2016-07-27,2016,7,27,"TAMBODMORA",0
"3407",2016-07-28,2016,7,28,"TAMBODMORA",0
"3408",2016-07-29,2016,7,29,"TAMBODMORA",0
"3409",2016-07-30,2016,7,30,"TAMBODMORA",0
"3410",2016-07-31,2016,7,31,"TAMBODMORA",0
"3411",2016-08-01,2016,8,1,"TAMBODMORA",0
"3412",2016-08-02,2016,8,2,"TAMBODMORA",0
"3413",2016-08-03,2016,8,3,"TAMBODMORA",0
"3414",2016-08-04,2016,8,4,"TAMBODMORA",0
"3415",2016-08-05,2016,8,5,"TAMBODMORA",0
"3416",2016-08-06,2016,8,6,"TAMBODMORA",0
"3417",2016-08-07,2016,8,7,"TAMBODMORA",0
"3418",2016-08-08,2016,8,8,"TAMBODMORA",0
"3419",2016-08-09,2016,8,9,"TAMBODMORA",0
"3420",2016-08-10,2016,8,10,"TAMBODMORA",0
"3421",2016-08-11,2016,8,11,"TAMBODMORA",0
"3422",2016-08-12,2016,8,12,"TAMBODMORA",0
"3423",2016-08-13,2016,8,13,"TAMBODMORA",0
"3424",2016-08-14,2016,8,14,"TAMBODMORA",0
"3425",2016-08-15,2016,8,15,"TAMBODMORA",0
"3426",2016-08-16,2016,8,16,"TAMBODMORA",0
"3427",2016-08-17,2016,8,17,"TAMBODMORA",0
"3428",2016-08-18,2016,8,18,"TAMBODMORA",0
"3429",2016-08-19,2016,8,19,"TAMBODMORA",0
"3430",2016-08-20,2016,8,20,"TAMBODMORA",0
"3431",2016-08-21,2016,8,21,"TAMBODMORA",0
"3432",2016-08-22,2016,8,22,"TAMBODMORA",0
"3433",2016-08-23,2016,8,23,"TAMBODMORA",0
"3434",2016-08-24,2016,8,24,"TAMBODMORA",0
"3435",2016-08-25,2016,8,25,"TAMBODMORA",0
"3436",2016-08-26,2016,8,26,"TAMBODMORA",0
"3437",2016-08-27,2016,8,27,"TAMBODMORA",0
"3438",2016-08-28,2016,8,28,"TAMBODMORA",0
"3439",2016-08-29,2016,8,29,"TAMBODMORA",0
"3440",2016-08-30,2016,8,30,"TAMBODMORA",0
"3441",2016-08-31,2016,8,31,"TAMBODMORA",0
"3442",2016-09-01,2016,9,1,"TAMBODMORA",0
"3443",2016-09-02,2016,9,2,"TAMBODMORA",0
"3444",2016-09-03,2016,9,3,"TAMBODMORA",0
"3445",2016-09-04,2016,9,4,"TAMBODMORA",0
"3446",2016-09-05,2016,9,5,"TAMBODMORA",0
"3447",2016-09-06,2016,9,6,"TAMBODMORA",0
"3448",2016-09-07,2016,9,7,"TAMBODMORA",0
"3449",2016-09-08,2016,9,8,"TAMBODMORA",0
"3450",2016-09-09,2016,9,9,"TAMBODMORA",0
"3451",2016-09-10,2016,9,10,"TAMBODMORA",0
"3452",2016-09-11,2016,9,11,"TAMBODMORA",0
"3453",2016-09-12,2016,9,12,"TAMBODMORA",0
"3454",2016-09-13,2016,9,13,"TAMBODMORA",0
"3455",2016-09-14,2016,9,14,"TAMBODMORA",0
"3456",2016-09-15,2016,9,15,"TAMBODMORA",0
"3457",2016-09-16,2016,9,16,"TAMBODMORA",0
"3458",2016-09-17,2016,9,17,"TAMBODMORA",0
"3459",2016-09-18,2016,9,18,"TAMBODMORA",0
"3460",2016-09-19,2016,9,19,"TAMBODMORA",0
"3461",2016-09-20,2016,9,20,"TAMBODMORA",0
"3462",2016-09-21,2016,9,21,"TAMBODMORA",0
"3463",2016-09-22,2016,9,22,"TAMBODMORA",0
"3464",2016-09-23,2016,9,23,"TAMBODMORA",0
"3465",2016-09-24,2016,9,24,"TAMBODMORA",0
"3466",2016-09-25,2016,9,25,"TAMBODMORA",0
"3467",2016-09-26,2016,9,26,"TAMBODMORA",0
"3468",2016-09-27,2016,9,27,"TAMBODMORA",0
"3469",2016-09-28,2016,9,28,"TAMBODMORA",0
"3470",2016-09-29,2016,9,29,"TAMBODMORA",0
"3471",2016-09-30,2016,9,30,"TAMBODMORA",0
"3472",2016-10-01,2016,10,1,"TAMBODMORA",0
"3473",2016-10-02,2016,10,2,"TAMBODMORA",0
"3474",2016-10-03,2016,10,3,"TAMBODMORA",0
"3475",2016-10-04,2016,10,4,"TAMBODMORA",0
"3476",2016-10-05,2016,10,5,"TAMBODMORA",0
"3477",2016-10-06,2016,10,6,"TAMBODMORA",0
"3478",2016-10-07,2016,10,7,"TAMBODMORA",0
"3479",2016-10-08,2016,10,8,"TAMBODMORA",0
"3480",2016-10-09,2016,10,9,"TAMBODMORA",0
"3481",2016-10-10,2016,10,10,"TAMBODMORA",0
"3482",2016-10-11,2016,10,11,"TAMBODMORA",0
"3483",2016-10-12,2016,10,12,"TAMBODMORA",0
"3484",2016-10-13,2016,10,13,"TAMBODMORA",0
"3485",2016-10-14,2016,10,14,"TAMBODMORA",0
"3486",2016-10-15,2016,10,15,"TAMBODMORA",0
"3487",2016-10-16,2016,10,16,"TAMBODMORA",0
"3488",2016-10-17,2016,10,17,"TAMBODMORA",0
"3489",2016-10-18,2016,10,18,"TAMBODMORA",0
"3490",2016-10-19,2016,10,19,"TAMBODMORA",0
"3491",2016-10-20,2016,10,20,"TAMBODMORA",0
"3492",2016-10-21,2016,10,21,"TAMBODMORA",0
"3493",2016-10-22,2016,10,22,"TAMBODMORA",0
"3494",2016-10-23,2016,10,23,"TAMBODMORA",0
"3495",2016-10-24,2016,10,24,"TAMBODMORA",0
"3496",2016-10-25,2016,10,25,"TAMBODMORA",0
"3497",2016-10-26,2016,10,26,"TAMBODMORA",0
"3498",2016-10-27,2016,10,27,"TAMBODMORA",0
"3499",2016-10-28,2016,10,28,"TAMBODMORA",0
"3500",2016-10-29,2016,10,29,"TAMBODMORA",0
"3501",2016-10-30,2016,10,30,"TAMBODMORA",0
"3502",2016-10-31,2016,10,31,"TAMBODMORA",0
"3503",2016-11-01,2016,11,1,"TAMBODMORA",0
"3504",2016-11-02,2016,11,2,"TAMBODMORA",0
"3505",2016-11-03,2016,11,3,"TAMBODMORA",0
"3506",2016-11-04,2016,11,4,"TAMBODMORA",0
"3507",2016-11-05,2016,11,5,"TAMBODMORA",0
"3508",2016-11-06,2016,11,6,"TAMBODMORA",0
"3509",2016-11-07,2016,11,7,"TAMBODMORA",0
"3510",2016-11-08,2016,11,8,"TAMBODMORA",0
