"Colony","Month","Year","Date","NBrC","BrC","EgC","ChC","JuC","TotC","NBrB","BrB","EgB","ChB","JuB","TotB","NBrP","BrP","EgP","ChP","JuP","TotP"
"CHN",9,2018,2018-09-15,0,351864,87966,0,0,351864,625572,176148,0,176148,0,801720,416,0,0,0,0,416
"CHC",9,2018,2018-09-15,0,0,0,0,0,0,8368,2087,0,998,0,10455,24,0,0,0,0,24
"CHS",9,2018,2018-09-15,0,0,0,0,0,0,11508,0,0,0,0,11508,0,0,0,0,0,0
"BA",9,2018,2018-09-15,56997,109791,107972,6614,0,166788,90089,11230,0,6499,0,101319,36,0,0,0,0,36
"CHN",10,2018,2018-10-15,5760,236736,177552,0,0,242496,368065,293904,220428,0,0,661969,870,0,0,0,0,870
"CHC",10,2018,2018-10-15,6806,0,0,0,0,6806,9677,1180,0,1180,0,10857,0,0,0,0,0,0
"CHS",10,2018,2018-10-15,0,0,0,0,0,0,10559,0,0,0,0,10559,19,0,0,0,0,19
"BA",10,2018,2018-10-15,34418,115248,2324,107160,0,149666,86129,17156,5079,6766,0,103285,80,0,0,0,0,80
"CHN",11,2018,2018-11-15,8640,208872,0,208872,0,217512,433126,258336,258336,0,0,691462,328,36,36,0,0,364
"CHC",11,2018,2018-11-15,0,34183,0,0,0,34183,11036,0,0,0,0,11036,0,0,0,0,0,0
"CHS",11,2018,2018-11-15,0,0,0,0,0,0,5105,0,0,0,0,5105,0,0,0,0,0,0
"BA",11,2018,2018-11-15,33947,111579,0,105999,0,145526,47536,30665,13946,11727,0,78201,0,298,209,0,0,298
"CHN",12,2018,2018-12-15,5040,241920,0,241920,0,246960,385186,292896,0,292896,0,678082,1462,609,0,609,0,2071
"CHC",12,2018,2018-12-15,0,0,0,0,0,0,7000,0,0,0,0,7000,0,0,0,0,0,0
"CHS",12,2018,2018-12-15,0,0,0,0,0,0,4054,0,0,0,0,4054,0,0,0,0,0,0
"BA",12,2018,2018-12-15,71304,102265,0,97152,0,173569,45436,51078,0,30647,0,96514,0,1568,140,231,0,1568
"CHN",1,2019,2019-01-15,55800,241920,0,241920,0,297720,53806,184176,0,184176,0,237982,531,609,0,609,0,1140
"CHC",1,2019,2019-01-15,0,0,0,0,0,0,12486,0,0,0,0,12486,0,0,0,0,0,0
"CHS",1,2019,2019-01-15,0,0,0,0,0,0,7417,0,0,0,0,7417,0,0,0,0,0,0
"BA",1,2019,2019-01-15,114635,53250,0,50587,0,167885,109025,51003,0,30647,0,160028,0,425,0,297,0,425
"CHN",2,2019,2019-02-15,86760,1512,0,1512,0,88272,102627,164304,0,164304,0,266931,330,308,0,308,0,638
"CHC",2,2019,2019-02-15,0,0,0,0,0,0,21525,0,0,0,0,21525,0,0,0,0,0,0
"CHS",2,2019,2019-02-15,0,0,0,0,0,0,5919,0,0,0,0,5919,0,0,0,0,0,0
"BA",2,2019,2019-02-15,164172,0,0,0,0,164172,37399,36600,0,21960,0,73999,0,862,0,605,0,862
"CHN",3,2019,2019-03-15,18000,0,0,0,0,18000,199033,109584,0,109584,0,308617,139,310,0,310,0,449
"CHC",3,2019,2019-03-15,0,0,0,0,0,0,17831,0,0,0,0,17831,0,0,0,0,0,0
"CHS",3,2019,2019-03-15,0,0,0,0,0,0,3440,0,0,0,0,3440,0,0,0,0,0,0
"BA",3,2019,2019-03-15,53507,0,0,0,0,53507,59966,2549,0,1650,0,62515,0,157,0,313,0,157
"CHN",4,2019,2019-04-15,24480,0,0,0,0,24480,271344,0,0,0,0,271344,732,0,0,0,0,732
"CHC",4,2019,2019-04-15,0,0,0,0,0,0,11140,0,0,0,0,11140,0,0,0,0,0,0
"CHS",4,2019,2019-04-15,0,0,0,0,0,0,21813,0,0,0,0,21813,0,0,0,0,0,0
"BA",4,2019,2019-04-15,314253,0,0,0,0,314253,56934,0,0,0,0,56934,224,0,0,0,0,224
"CHN",5,2019,2019-05-15,720,0,0,0,0,720,485451,0,0,0,0,485451,209,0,0,0,0,209
"CHC",5,2019,2019-05-15,0,0,0,0,0,0,8308,0,0,0,0,8308,0,0,0,0,0,0
"CHS",5,2019,2019-05-15,0,0,0,0,0,0,192222,0,0,0,NA,192222,76,0,0,0,0,76
"BA",5,2019,2019-05-15,365377,0,0,0,0,365377,116330,0,0,0,0,116330,150,0,0,0,0,150
"CHN",6,2019,2019-06-15,352440,0,0,0,0,352440,162551,0,0,0,0,162551,317,0,0,0,0,317
"CHC",6,2019,2019-06-15,0,0,0,0,0,0,8964,163199,0,0,0,172163,0,0,0,0,0,0
"CHS",6,2019,2019-06-15,0,0,0,0,0,0,5824,0,0,0,0,5824,0,0,0,0,0,0
"BA",6,2019,2019-06-15,202272,0,0,0,0,202272,49427,0,0,0,0,49427,65,0,0,0,0,65
"CHN",7,2019,2019-07-15,309600,0,0,0,0,309600,186289,0,0,0,0,186289,616,0,0,0,0,616
"CHC",7,2019,2019-07-15,0,0,0,0,0,0,56859,107720,600,0,0,164579,0,0,0,0,0,0
"CHS",7,2019,2019-07-15,0,0,0,0,0,0,4012,0,0,0,0,4012,0,0,0,0,0,0
"BA",7,2019,2019-07-15,197882,0,0,0,0,197882,48747,0,0,0,0,48747,41,0,0,0,0,41
"CHN",8,2019,2019-08-15,403200,0,0,0,0,403200,412690,0,0,0,0,412690,52,0,0,0,0,52
"CHC",8,2019,2019-08-15,0,0,0,0,0,0,163234,0,0,0,0,163234,0,0,0,0,0,0
"CHS",8,2019,2019-08-15,0,0,0,0,0,0,3258,0,0,0,0,3258,0,0,0,0,0,0
"BA",8,2019,2019-08-15,35672,111438,0,0,0,147110,54609,2540,0,0,0,57149,0,0,0,0,0,0
"CHN",9,2019,2019-09-15,109872,256788,128394,0,0,366660,285710,100000,50000,0,0,385710,135,0,0,0,0,135
"CHC",9,2019,2019-09-15,0,0,0,0,0,0,9315,101549,0,0,0,110864,0,0,0,0,0,0
"CHS",9,2019,2019-09-15,4067,0,0,0,0,4067,0,0,0,0,0,0,0,0,0,0,0,0
"BA",9,2019,2019-09-15,185464,117412,117412,0,0,302876,69868,3034,120,0,0,72902,14,0,0,0,0,14
